,blockNumber,txHash,txTimestamp,gasPriceGwei,fee,submitter,payeeAddress,oracleName,amount,txDate
1742,46615790,0x9539fbb2e31b6e3a0fc8b49322499707bff479f15d736cc4f71f5b36de43eeb7,1692704432,84.797487392,0.9012077685926388,0xa1a2851d339ad08a82811638fc6789148c80a428,0xece9e7521451e2e8dee06c1677cf36274585377f,01node,0.18727798917301,2023-08-22 11:40:32+00:00
