,timestamp,answer,txDate
39,1620830816,4334.18,2021-05-12 14:46:56+00:00
40,1620831844,4309.46826666,2021-05-12 15:04:04+00:00
41,1620832012,4285.00317836,2021-05-12 15:06:52+00:00
42,1620832281,4257.30107899,2021-05-12 15:11:21+00:00
43,1620833694,4228.17512593,2021-05-12 15:34:54+00:00
44,1620833813,4202.56283632,2021-05-12 15:36:53+00:00
45,1620836255,4177.95398759,2021-05-12 16:17:35+00:00
46,1620836272,4156.88873475,2021-05-12 16:17:52+00:00
47,1620836510,4125.96462943,2021-05-12 16:21:50+00:00
48,1620837720,4105.21491864,2021-05-12 16:42:00+00:00
49,1620838009,4082.77567692,2021-05-12 16:46:49+00:00
50,1620838172,4105.16427919,2021-05-12 16:49:32+00:00
51,1620838448,4126.2369516,2021-05-12 16:54:08+00:00
52,1620838936,4152.10212757,2021-05-12 17:02:16+00:00
53,1620839103,4173.05733154,2021-05-12 17:05:03+00:00
54,1620839964,4151.0076551,2021-05-12 17:19:24+00:00
55,1620843324,4125.89124333,2021-05-12 18:15:24+00:00
56,1620843473,4098.95263986,2021-05-12 18:17:53+00:00
57,1620843798,4077.02459486,2021-05-12 18:23:18+00:00
58,1620844441,4051.21421456,2021-05-12 18:34:01+00:00
59,1620844827,4028.21208148,2021-05-12 18:40:27+00:00
60,1620845012,4005.72721561,2021-05-12 18:43:32+00:00
61,1620845217,4031.16238999,2021-05-12 18:46:57+00:00
62,1620845273,4009.10884599,2021-05-12 18:47:53+00:00
63,1620845368,4029.36055702,2021-05-12 18:49:28+00:00
64,1620846268,4007.66040666,2021-05-12 19:04:28+00:00
65,1620846627,3986.70366437,2021-05-12 19:10:27+00:00
66,1620846766,3964.75262883,2021-05-12 19:12:46+00:00
67,1620847070,3958.54934561,2021-05-12 19:17:50+00:00
68,1620847098,3984.96952269,2021-05-12 19:18:18+00:00
69,1620847315,4005.41,2021-05-12 19:21:55+00:00
70,1620848335,4027.65570419,2021-05-12 19:38:55+00:00
71,1620848675,4049.92932639,2021-05-12 19:44:35+00:00
72,1620849537,4075.42452593,2021-05-12 19:58:57+00:00
73,1620849832,4103.04308831,2021-05-12 20:03:52+00:00
74,1620850584,4081.2417317,2021-05-12 20:16:24+00:00
75,1620850831,4060.12032295,2021-05-12 20:20:31+00:00
76,1620851852,4083.0859613,2021-05-12 20:37:32+00:00
77,1620853068,4105.51892813,2021-05-12 20:57:48+00:00
78,1620853794,4084.85332671,2021-05-12 21:09:54+00:00
79,1620854238,4105.74,2021-05-12 21:17:18+00:00
80,1620854668,4130.47948162,2021-05-12 21:24:28+00:00
81,1620856349,4108.79821933,2021-05-12 21:52:29+00:00
82,1620856912,4129.92520818,2021-05-12 22:01:52+00:00
83,1620857017,4130.18324857,2021-05-12 22:03:37+00:00
84,1620857372,4102.81790123,2021-05-12 22:09:32+00:00
85,1620857433,4082.11797144,2021-05-12 22:10:33+00:00
86,1620857623,4061.33650614,2021-05-12 22:13:43+00:00
87,1620857623,4035.43808163,2021-05-12 22:13:43+00:00
88,1620857702,4001.96390317,2021-05-12 22:15:02+00:00
89,1620857853,4022.8758607,2021-05-12 22:17:33+00:00
90,1620857853,4043.10363662,2021-05-12 22:17:33+00:00
91,1620857890,4074.37,2021-05-12 22:18:10+00:00
92,1620858131,4053.86696811,2021-05-12 22:22:11+00:00
93,1620858294,4079.00055024,2021-05-12 22:24:54+00:00
94,1620858418,4100.41,2021-05-12 22:26:58+00:00
95,1620858860,4077.43931357,2021-05-12 22:34:20+00:00
96,1620859190,4055.29408856,2021-05-12 22:39:50+00:00
97,1620859527,4081.70062078,2021-05-12 22:45:27+00:00
98,1620859777,4103.24752053,2021-05-12 22:49:37+00:00
99,1620859881,4141.20679912,2021-05-12 22:51:21+00:00
100,1620859932,4165.94266644,2021-05-12 22:52:12+00:00
101,1620860253,4187.96958553,2021-05-12 22:57:33+00:00
102,1620860305,4209.98961914,2021-05-12 22:58:25+00:00
103,1620860772,4176.95856719,2021-05-12 23:06:12+00:00
104,1620861438,4150.79855688,2021-05-12 23:17:18+00:00
105,1620861533,4127.28952212,2021-05-12 23:18:53+00:00
106,1620861653,4097.04971546,2021-05-12 23:20:53+00:00
107,1620862107,4067.14696567,2021-05-12 23:28:27+00:00
108,1620862222,4043.83112555,2021-05-12 23:30:22+00:00
109,1620862537,4023.37397138,2021-05-12 23:35:37+00:00
110,1620862696,3992.10116545,2021-05-12 23:38:16+00:00
111,1620862815,3970.50568598,2021-05-12 23:40:15+00:00
112,1620862942,4003.44026295,2021-05-12 23:42:22+00:00
113,1620863195,4025.3020111,2021-05-12 23:46:35+00:00
114,1620863505,4002.89785912,2021-05-12 23:51:45+00:00
115,1620863675,3973.22916209,2021-05-12 23:54:35+00:00
116,1620863740,3945.97718974,2021-05-12 23:55:40+00:00
117,1620863794,3910.59594985,2021-05-12 23:56:34+00:00
118,1620863880,3889.82600368,2021-05-12 23:58:00+00:00
119,1620864017,3849.56699995,2021-05-13 00:00:17+00:00
120,1620864056,3825.49,2021-05-13 00:00:56+00:00
121,1620864117,3803.27551114,2021-05-13 00:01:57+00:00
122,1620864288,3683.01013058,2021-05-13 00:04:48+00:00
123,1620864432,3658.94,2021-05-13 00:07:12+00:00
124,1620864435,3718.22444331,2021-05-13 00:07:15+00:00
125,1620864595,3747.28116676,2021-05-13 00:09:55+00:00
126,1620864595,3806.55662111,2021-05-13 00:09:55+00:00
127,1620864646,3827.30995869,2021-05-13 00:10:46+00:00
128,1620864709,3848.11479882,2021-05-13 00:11:49+00:00
129,1620864777,3827.62353691,2021-05-13 00:12:57+00:00
130,1620864790,3803.87781206,2021-05-13 00:13:10+00:00
131,1620864808,3779.65953332,2021-05-13 00:13:28+00:00
132,1620864885,3754.05840218,2021-05-13 00:14:45+00:00
133,1620864976,3772.87016941,2021-05-13 00:16:16+00:00
134,1620865052,3803.70322644,2021-05-13 00:17:32+00:00
135,1620865089,3823.17155112,2021-05-13 00:18:09+00:00
136,1620865206,3854.32405122,2021-05-13 00:20:06+00:00
137,1620865273,3879.48795917,2021-05-13 00:21:13+00:00
138,1620865545,3854.77664081,2021-05-13 00:25:45+00:00
139,1620865785,3876.28426271,2021-05-13 00:29:45+00:00
140,1620865807,3896.47317514,2021-05-13 00:30:07+00:00
141,1620865946,3916.2768911,2021-05-13 00:32:26+00:00
142,1620866183,3941.95656775,2021-05-13 00:36:23+00:00
143,1620866683,3914.97436499,2021-05-13 00:44:43+00:00
144,1620866768,3914.97436499,2021-05-13 00:46:08+00:00
145,1620866881,3935.81462634,2021-05-13 00:48:01+00:00
146,1620867037,3961.56,2021-05-13 00:50:37+00:00
147,1620867479,3938.85043437,2021-05-13 00:57:59+00:00
148,1620867673,3918.52144232,2021-05-13 01:01:13+00:00
149,1620868215,3940.37832819,2021-05-13 01:10:15+00:00
150,1620869313,3968.9015856,2021-05-13 01:28:33+00:00
151,1620869658,3947.96201346,2021-05-13 01:34:18+00:00
152,1620870952,3969.72697426,2021-05-13 01:55:52+00:00
153,1620871240,3992.34,2021-05-13 02:00:40+00:00
154,1620871819,4012.60317798,2021-05-13 02:10:19+00:00
155,1620872296,4033.49,2021-05-13 02:18:16+00:00
156,1620872760,4012.19983278,2021-05-13 02:26:00+00:00
157,1620873194,3991.88666685,2021-05-13 02:33:14+00:00
158,1620874071,4011.91429428,2021-05-13 02:47:51+00:00
159,1620874874,3991.76195251,2021-05-13 03:01:14+00:00
160,1620875160,3970.20270981,2021-05-13 03:06:00+00:00
161,1620875188,3970.18687134,2021-05-13 03:06:28+00:00
162,1620875568,3949.12546575,2021-05-13 03:12:48+00:00
163,1620876587,3927.29508512,2021-05-13 03:29:47+00:00
164,1620877189,3903.10536481,2021-05-13 03:39:49+00:00
165,1620877575,3877.78856563,2021-05-13 03:46:15+00:00
166,1620877835,3900.99517857,2021-05-13 03:50:35+00:00
167,1620878159,3921.24,2021-05-13 03:55:59+00:00
168,1620878601,3942.9023125,2021-05-13 04:03:21+00:00
169,1620878654,3964.83360573,2021-05-13 04:04:14+00:00
170,1620880441,3941.55513,2021-05-13 04:34:01+00:00
171,1620881137,3920.77615008,2021-05-13 04:45:37+00:00
172,1620882586,3941.88444465,2021-05-13 05:09:46+00:00
173,1620882945,3964.9518269,2021-05-13 05:15:45+00:00
174,1620883773,3986.08111325,2021-05-13 05:29:33+00:00
175,1620884870,4008.03021186,2021-05-13 05:47:50+00:00
176,1620887735,3986.57746759,2021-05-13 06:35:35+00:00
177,1620887972,3985.59103613,2021-05-13 06:39:32+00:00
178,1620888656,4005.71220371,2021-05-13 06:50:56+00:00
179,1620891059,3985.38967219,2021-05-13 07:30:59+00:00
180,1620891861,3964.60400997,2021-05-13 07:44:21+00:00
181,1620893576,3944.12767444,2021-05-13 08:12:56+00:00
182,1620894026,3924.22442224,2021-05-13 08:20:26+00:00
183,1620895558,3903.17837542,2021-05-13 08:45:58+00:00
184,1620895683,3880.9294844,2021-05-13 08:48:03+00:00
185,1620896094,3861.35293712,2021-05-13 08:54:54+00:00
186,1620896245,3840.04188546,2021-05-13 08:57:25+00:00
187,1620896698,3860.88,2021-05-13 09:04:58+00:00
188,1620897261,3840.75745189,2021-05-13 09:14:21+00:00
189,1620897533,3820.81012253,2021-05-13 09:18:53+00:00
190,1620897991,3797.97668508,2021-05-13 09:26:31+00:00
191,1620898311,3777.96706613,2021-05-13 09:31:51+00:00
192,1620898556,3799.13199681,2021-05-13 09:35:56+00:00
193,1620898906,3777.68345491,2021-05-13 09:41:46+00:00
194,1620899024,3775.91051645,2021-05-13 09:43:44+00:00
195,1620899024,3751.24323652,2021-05-13 09:43:44+00:00
196,1620899308,3728.32416034,2021-05-13 09:48:28+00:00
197,1620899493,3707.74607062,2021-05-13 09:51:33+00:00
198,1620900097,3733.24993702,2021-05-13 10:01:37+00:00
199,1620900229,3753.74145742,2021-05-13 10:03:49+00:00
200,1620900455,3777.98,2021-05-13 10:07:35+00:00
201,1620900577,3797.86272271,2021-05-13 10:09:37+00:00
202,1620901411,3776.99013712,2021-05-13 10:23:31+00:00
203,1620901475,3757.65431465,2021-05-13 10:24:35+00:00
204,1620901976,3732.05811941,2021-05-13 10:32:56+00:00
205,1620902600,3712.20272323,2021-05-13 10:43:20+00:00
206,1620903162,3691.11853068,2021-05-13 10:52:42+00:00
207,1620903323,3670.92714551,2021-05-13 10:55:23+00:00
208,1620903392,3652.05152339,2021-05-13 10:56:32+00:00
209,1620903510,3630.02604464,2021-05-13 10:58:30+00:00
210,1620904085,3648.93,2021-05-13 11:08:05+00:00
211,1620904307,3629.82002673,2021-05-13 11:11:47+00:00
212,1620904365,3651.0293811,2021-05-13 11:12:45+00:00
213,1620904428,3671.38119501,2021-05-13 11:13:48+00:00
214,1620904695,3691.65,2021-05-13 11:18:15+00:00
215,1620905466,3713.35751082,2021-05-13 11:31:06+00:00
216,1620905559,3736.71441335,2021-05-13 11:32:39+00:00
217,1620906669,3757.58145655,2021-05-13 11:51:09+00:00
218,1620907469,3737.98,2021-05-13 12:04:29+00:00
219,1620907747,3718.0,2021-05-13 12:09:07+00:00
220,1620908042,3747.27,2021-05-13 12:14:02+00:00
221,1620908208,3768.71632467,2021-05-13 12:16:48+00:00
222,1620908417,3793.94936757,2021-05-13 12:20:17+00:00
223,1620908553,3812.943215,2021-05-13 12:22:33+00:00
224,1620909566,3793.21857907,2021-05-13 12:39:26+00:00
225,1620910794,3813.16443706,2021-05-13 12:59:54+00:00
226,1620911147,3832.53655304,2021-05-13 13:05:47+00:00
227,1620911879,3812.35027529,2021-05-13 13:17:59+00:00
228,1620912128,3790.50631536,2021-05-13 13:22:08+00:00
229,1620912327,3769.41091895,2021-05-13 13:25:27+00:00
230,1620912700,3795.80943683,2021-05-13 13:31:40+00:00
231,1620912847,3817.4702306,2021-05-13 13:34:07+00:00
232,1620913167,3836.95716419,2021-05-13 13:39:27+00:00
233,1620913713,3856.97742014,2021-05-13 13:48:33+00:00
234,1620914808,3876.32747991,2021-05-13 14:06:48+00:00
235,1620915243,3897.16,2021-05-13 14:14:03+00:00
236,1620916346,3876.95342765,2021-05-13 14:32:26+00:00
237,1620917436,3854.22980865,2021-05-13 14:50:36+00:00
238,1620918239,3831.06090474,2021-05-13 15:03:59+00:00
239,1620919006,3809.90506465,2021-05-13 15:16:46+00:00
240,1620920554,3789.38890679,2021-05-13 15:42:34+00:00
241,1620920794,3767.00285196,2021-05-13 15:46:34+00:00
242,1620921074,3746.73524773,2021-05-13 15:51:14+00:00
243,1620921240,3766.90772218,2021-05-13 15:54:00+00:00
244,1620921888,3793.85829964,2021-05-13 16:04:48+00:00
245,1620922059,3814.14433717,2021-05-13 16:07:39+00:00
246,1620922710,3839.60646872,2021-05-13 16:18:30+00:00
247,1620922931,3860.10142283,2021-05-13 16:22:11+00:00
248,1620924279,3838.92510489,2021-05-13 16:44:39+00:00
249,1620924393,3799.12670821,2021-05-13 16:46:33+00:00
250,1620924484,3771.44314294,2021-05-13 16:48:04+00:00
251,1620924552,3752.43238129,2021-05-13 16:49:12+00:00
252,1620924794,3731.60526904,2021-05-13 16:53:14+00:00
253,1620925166,3711.32242639,2021-05-13 16:59:26+00:00
254,1620925529,3690.53393424,2021-05-13 17:05:29+00:00
255,1620925873,3670.95698205,2021-05-13 17:11:13+00:00
256,1620926716,3650.19940991,2021-05-13 17:25:16+00:00
257,1620926893,3628.59286635,2021-05-13 17:28:13+00:00
258,1620927108,3610.44843996,2021-05-13 17:31:48+00:00
259,1620927114,3593.92513769,2021-05-13 17:31:54+00:00
260,1620927711,3617.41,2021-05-13 17:41:51+00:00
261,1620927959,3636.66264534,2021-05-13 17:45:59+00:00
262,1620928030,3657.58618961,2021-05-13 17:47:10+00:00
263,1620928243,3678.37,2021-05-13 17:50:43+00:00
264,1620928991,3701.07374863,2021-05-13 18:03:11+00:00
265,1620929139,3720.1,2021-05-13 18:05:39+00:00
266,1620929847,3699.51962108,2021-05-13 18:17:27+00:00
267,1620929930,3679.94865059,2021-05-13 18:18:50+00:00
268,1620930223,3661.3375314,2021-05-13 18:23:43+00:00
269,1620931044,3642.30084615,2021-05-13 18:37:24+00:00
270,1620931342,3623.77729248,2021-05-13 18:42:22+00:00
271,1620931469,3601.96053746,2021-05-13 18:44:29+00:00
272,1620931774,3621.5735157,2021-05-13 18:49:34+00:00
273,1620932212,3603.17078681,2021-05-13 18:56:52+00:00
274,1620932972,3624.31,2021-05-13 19:09:32+00:00
275,1620933249,3643.33,2021-05-13 19:14:09+00:00
276,1620933432,3663.36,2021-05-13 19:17:12+00:00
277,1620934322,3689.52387716,2021-05-13 19:32:02+00:00
278,1620934791,3709.64204053,2021-05-13 19:39:51+00:00
279,1620935267,3690.03926087,2021-05-13 19:47:47+00:00
280,1620935742,3665.77562732,2021-05-13 19:55:42+00:00
281,1620936396,3644.11149567,2021-05-13 20:06:36+00:00
282,1620936496,3663.44400325,2021-05-13 20:08:16+00:00
283,1620936989,3682.88,2021-05-13 20:16:29+00:00
284,1620937077,3701.73,2021-05-13 20:17:57+00:00
285,1620938804,3724.18158575,2021-05-13 20:46:44+00:00
286,1620939881,3704.69057169,2021-05-13 21:04:41+00:00
287,1620940275,3723.44604905,2021-05-13 21:11:15+00:00
288,1620940342,3746.22598983,2021-05-13 21:12:22+00:00
289,1620940680,3765.59392172,2021-05-13 21:18:00+00:00
290,1620941960,3746.73409108,2021-05-13 21:39:20+00:00
291,1620944143,3727.61012869,2021-05-13 22:15:43+00:00
292,1620945381,3750.03401549,2021-05-13 22:36:21+00:00
293,1620945591,3768.96560158,2021-05-13 22:39:51+00:00
294,1620946171,3749.75196714,2021-05-13 22:49:31+00:00
295,1620946250,3729.62137635,2021-05-13 22:50:50+00:00
296,1620946306,3728.66521267,2021-05-13 22:51:46+00:00
297,1620946525,3709.88389489,2021-05-13 22:55:25+00:00
298,1620946900,3689.52481528,2021-05-13 23:01:40+00:00
299,1620946930,3670.97983619,2021-05-13 23:02:10+00:00
300,1620947030,3646.1079755,2021-05-13 23:03:50+00:00
301,1620947253,3627.03621137,2021-05-13 23:07:33+00:00
302,1620947624,3648.93799288,2021-05-13 23:13:44+00:00
303,1620947822,3668.02283842,2021-05-13 23:17:02+00:00
304,1620948216,3644.4323795,2021-05-13 23:23:36+00:00
305,1620949026,3663.42176303,2021-05-13 23:37:06+00:00
306,1620949453,3685.77,2021-05-13 23:44:13+00:00
307,1620949741,3705.0174863,2021-05-13 23:49:01+00:00
308,1620950071,3729.25,2021-05-13 23:54:31+00:00
309,1620950838,3748.92137894,2021-05-14 00:07:18+00:00
310,1620950943,3773.37929046,2021-05-14 00:09:03+00:00
311,1620951053,3795.81435398,2021-05-14 00:10:53+00:00
312,1620952151,3776.34099223,2021-05-14 00:29:11+00:00
313,1620952258,3773.38442901,2021-05-14 00:30:58+00:00
314,1620953313,3795.43171022,2021-05-14 00:48:33+00:00
315,1620953720,3817.53847562,2021-05-14 00:55:20+00:00
316,1620954462,3838.28874348,2021-05-14 01:07:42+00:00
317,1620954992,3861.28186892,2021-05-14 01:16:32+00:00
318,1620955139,3886.00635092,2021-05-14 01:18:59+00:00
319,1620955830,3864.8039896,2021-05-14 01:30:30+00:00
320,1620958528,3845.18988444,2021-05-14 02:15:28+00:00
321,1620958702,3823.68892905,2021-05-14 02:18:22+00:00
322,1620959106,3802.25194268,2021-05-14 02:25:06+00:00
323,1620959881,3822.33115427,2021-05-14 02:38:01+00:00
324,1620961243,3803.03781186,2021-05-14 03:00:43+00:00
325,1620962995,3828.15,2021-05-14 03:29:55+00:00
326,1620963258,3808.94208142,2021-05-14 03:34:18+00:00
327,1620964690,3789.24491887,2021-05-14 03:58:10+00:00
328,1620965027,3809.09939914,2021-05-14 04:03:47+00:00
329,1620967305,3786.08472038,2021-05-14 04:41:45+00:00
330,1620967893,3805.07,2021-05-14 04:51:33+00:00
331,1620968147,3785.1932458,2021-05-14 04:55:47+00:00
332,1620969250,3806.14878796,2021-05-14 05:14:10+00:00
333,1620971189,3827.56,2021-05-14 05:46:29+00:00
334,1620971563,3847.02254684,2021-05-14 05:52:43+00:00
335,1620973351,3825.01995906,2021-05-14 06:22:31+00:00
336,1620973943,3804.67,2021-05-14 06:32:23+00:00
337,1620974309,3824.6630472,2021-05-14 06:38:29+00:00
338,1620974876,3805.36,2021-05-14 06:47:56+00:00
339,1620975732,3824.58315844,2021-05-14 07:02:12+00:00
340,1620976066,3844.69348132,2021-05-14 07:07:46+00:00
341,1620976516,3864.40134835,2021-05-14 07:15:16+00:00
342,1620977326,3885.26,2021-05-14 07:28:46+00:00
343,1620982332,3907.08141741,2021-05-14 08:52:12+00:00
344,1620982340,3917.89956957,2021-05-14 08:52:20+00:00
345,1620983491,3938.09383445,2021-05-14 09:11:31+00:00
346,1620984652,3958.40630444,2021-05-14 09:30:52+00:00
347,1620984995,3982.24306725,2021-05-14 09:36:35+00:00
348,1620985926,3961.71491585,2021-05-14 09:52:06+00:00
349,1620989298,3981.72696881,2021-05-14 10:48:18+00:00
350,1620990370,4001.79434429,2021-05-14 11:06:10+00:00
351,1620990402,4002.68352909,2021-05-14 11:06:42+00:00
352,1620990702,4024.74,2021-05-14 11:11:42+00:00
353,1620991807,4004.31384544,2021-05-14 11:30:07+00:00
354,1620994892,3978.02923941,2021-05-14 12:21:32+00:00
355,1620995529,3976.56105337,2021-05-14 12:32:09+00:00
356,1620996457,4000.55356221,2021-05-14 12:47:37+00:00
357,1620996685,3980.13484986,2021-05-14 12:51:25+00:00
358,1620997337,4001.30781977,2021-05-14 13:02:17+00:00
359,1620998469,3980.75308624,2021-05-14 13:21:09+00:00
360,1620999372,4002.45,2021-05-14 13:36:12+00:00
361,1621000198,4023.79855001,2021-05-14 13:49:58+00:00
362,1621000374,4045.62904612,2021-05-14 13:52:54+00:00
363,1621003648,4071.66399016,2021-05-14 14:47:28+00:00
364,1621003939,4092.06413264,2021-05-14 14:52:19+00:00
365,1621004727,4114.25505828,2021-05-14 15:05:27+00:00
366,1621005425,4136.39111417,2021-05-14 15:17:05+00:00
367,1621006590,4158.81439419,2021-05-14 15:36:30+00:00
368,1621007042,4137.34819219,2021-05-14 15:44:02+00:00
369,1621007187,4133.2357446,2021-05-14 15:46:27+00:00
370,1621007236,4111.15603428,2021-05-14 15:47:16+00:00
371,1621007619,4133.8372218,2021-05-14 15:53:39+00:00
372,1621008477,4155.38394232,2021-05-14 16:07:57+00:00
373,1621009745,4128.16604301,2021-05-14 16:29:05+00:00
374,1621010463,4102.85691433,2021-05-14 16:41:03+00:00
375,1621011164,4123.71,2021-05-14 16:52:44+00:00
376,1621011969,4144.73550576,2021-05-14 17:06:09+00:00
377,1621012833,4122.14469921,2021-05-14 17:20:33+00:00
378,1621016902,4101.40956351,2021-05-14 18:28:22+00:00
379,1621017360,4100.91360637,2021-05-14 18:36:00+00:00
380,1621017638,4074.14234713,2021-05-14 18:40:38+00:00
381,1621018510,4090.2299119,2021-05-14 18:55:10+00:00
382,1621019700,4069.07325201,2021-05-14 19:15:00+00:00
383,1621022115,4051.63455073,2021-05-14 19:55:15+00:00
384,1621024347,4028.07912808,2021-05-14 20:32:27+00:00
385,1621024577,4004.15618704,2021-05-14 20:36:17+00:00
386,1621025306,4025.85767917,2021-05-14 20:48:26+00:00
387,1621025644,4001.22253264,2021-05-14 20:54:04+00:00
388,1621025705,3999.44698171,2021-05-14 20:55:05+00:00
389,1621027294,4020.60031387,2021-05-14 21:21:34+00:00
390,1621029367,4038.20848281,2021-05-14 21:56:07+00:00
391,1621031442,4061.96758494,2021-05-14 22:30:42+00:00
392,1621031671,4087.89022466,2021-05-14 22:34:31+00:00
393,1621032903,4079.57567175,2021-05-14 22:55:03+00:00
394,1621036523,4082.73544335,2021-05-14 23:55:23+00:00
395,1621037186,4106.7177879,2021-05-15 00:06:26+00:00
396,1621037397,4128.28,2021-05-15 00:09:57+00:00
397,1621037901,4107.45901949,2021-05-15 00:18:21+00:00
398,1621038329,4076.29886821,2021-05-15 00:25:29+00:00
399,1621038439,4054.47850757,2021-05-15 00:27:19+00:00
400,1621038798,4075.06578293,2021-05-15 00:33:18+00:00
401,1621039307,4053.26350928,2021-05-15 00:41:47+00:00
402,1621040130,4036.28017352,2021-05-15 00:55:30+00:00
403,1621041113,4057.63258637,2021-05-15 01:11:53+00:00
404,1621041341,4080.3159829,2021-05-15 01:15:41+00:00
405,1621041652,4102.03264074,2021-05-15 01:20:52+00:00
406,1621043715,4111.90263474,2021-05-15 01:55:15+00:00
407,1621045618,4087.40507996,2021-05-15 02:26:58+00:00
408,1621047319,4073.70787671,2021-05-15 02:55:19+00:00
409,1621047960,4053.11479639,2021-05-15 03:06:00+00:00
410,1621050962,4039.3321099,2021-05-15 03:56:02+00:00
411,1621053318,4059.72292755,2021-05-15 04:35:18+00:00
412,1621053826,4037.90904653,2021-05-15 04:43:46+00:00
413,1621054507,4033.13040077,2021-05-15 04:55:07+00:00
414,1621054949,4010.37815928,2021-05-15 05:02:29+00:00
415,1621055871,4030.70075528,2021-05-15 05:17:51+00:00
416,1621056444,4009.71,2021-05-15 05:27:24+00:00
417,1621057816,4030.32001621,2021-05-15 05:50:16+00:00
418,1621058150,4037.29398799,2021-05-15 05:55:50+00:00
419,1621058849,4015.68486898,2021-05-15 06:07:29+00:00
420,1621060874,3994.59311325,2021-05-15 06:41:14+00:00
421,1621061246,3972.70128534,2021-05-15 06:47:26+00:00
422,1621061708,3952.68022317,2021-05-15 06:55:08+00:00
423,1621062878,3932.12614778,2021-05-15 07:14:38+00:00
424,1621064539,3953.0694156,2021-05-15 07:42:19+00:00
425,1621065311,3932.19577549,2021-05-15 07:55:11+00:00
426,1621065644,3918.28859559,2021-05-15 08:00:44+00:00
427,1621068518,3896.22746004,2021-05-15 08:48:38+00:00
428,1621068878,3919.43669692,2021-05-15 08:54:38+00:00
429,1621068932,3924.05574649,2021-05-15 08:55:32+00:00
430,1621069402,3944.05052493,2021-05-15 09:03:22+00:00
431,1621070435,3922.12936297,2021-05-15 09:20:35+00:00
432,1621070711,3902.08718889,2021-05-15 09:25:11+00:00
433,1621071075,3882.39026564,2021-05-15 09:31:15+00:00
434,1621072038,3904.65333406,2021-05-15 09:47:18+00:00
435,1621072508,3896.37679217,2021-05-15 09:55:08+00:00
436,1621073550,3871.89388099,2021-05-15 10:12:30+00:00
437,1621073555,3871.89388099,2021-05-15 10:12:35+00:00
438,1621074233,3851.34,2021-05-15 10:23:53+00:00
439,1621074573,3826.23099853,2021-05-15 10:29:33+00:00
440,1621074989,3847.73445234,2021-05-15 10:36:29+00:00
441,1621076112,3849.1,2021-05-15 10:55:12+00:00
442,1621076740,3868.75,2021-05-15 11:05:40+00:00
443,1621077923,3888.96054056,2021-05-15 11:25:23+00:00
444,1621078607,3868.78023746,2021-05-15 11:36:47+00:00
445,1621079651,3888.99289003,2021-05-15 11:54:11+00:00
446,1621079704,3893.44814768,2021-05-15 11:55:04+00:00
447,1621082128,3913.20442305,2021-05-15 12:35:28+00:00
448,1621082503,3932.98762714,2021-05-15 12:41:43+00:00
449,1621083381,3919.41662845,2021-05-15 12:56:21+00:00
450,1621085607,3899.42808507,2021-05-15 13:33:27+00:00
451,1621086933,3889.72846614,2021-05-15 13:55:33+00:00
452,1621087616,3913.35825072,2021-05-15 14:06:56+00:00
453,1621088196,3892.64693884,2021-05-15 14:16:36+00:00
